Project ID,Start Date,End Date,Duration (days),Status,Budget ($),Actual Cost ($),Location,Project Manager
PRJ1361,2023-04-19,2023-06-24,66,Planned,498564.55,479650.5409712695,Mississauga,Bob Johnson
PRJ1362,2023-05-04,2023-08-25,113,In Progress,486987.74,448879.54359246657,Ottawa,Cathy Zhang
PRJ1363,2023-02-03,2023-12-27,327,Planned,524963.45,563284.319036648,Hamilton,Alice Smith
PRJ1364,2023-05-10,2023-09-02,115,Planned,443179.46,504793.6452203111,Toronto,Daniel Lee
PRJ1365,2023-06-12,2024-03-30,292,In Progress,460745.74,496429.1407189297,Ottawa,Daniel Lee
PRJ1366,2023-12-21,2024-12-18,363,Completed,569211.95,667595.082016607,Ottawa,Alice Smith
PRJ1367,2023-02-18,2023-07-14,146,On Hold,563121.72,612060.0440371278,Mississauga,Alice Smith
PRJ1368,2023-06-13,2023-09-03,82,In Progress,558952.5,618116.2211694989,Mississauga,Alice Smith
PRJ1369,2023-05-14,2023-06-22,39,Planned,503396.76,436526.17806525383,Toronto,Cathy Zhang
PRJ1370,2023-10-18,2024-01-16,90,Planned,516892.26,500256.52600760345,Ottawa,Bob Johnson
PRJ1371,2023-07-26,2024-05-26,305,In Progress,523043.89,519917.20286737825,London,Cathy Zhang
PRJ1372,2023-06-09,2023-09-23,106,Completed,434395.83,392049.73638331634,Mississauga,Alice Smith
PRJ1373,2023-06-22,2024-05-11,324,Completed,647404.66,654795.3954361641,Mississauga,Cathy Zhang
PRJ1374,2023-04-19,2024-02-11,298,Planned,633158.8,580174.0313812688,Hamilton,Daniel Lee
PRJ1375,2023-08-28,2024-07-20,327,Planned,579424.56,622881.8870489112,Toronto,Cathy Zhang
PRJ1376,2023-09-03,2024-05-18,258,Completed,457413.84,451977.6552146201,Ottawa,Alice Smith
PRJ1377,2023-08-01,2023-12-29,150,On Hold,553914.41,544787.441351132,Ottawa,Daniel Lee
PRJ1378,2023-02-12,2023-04-26,73,In Progress,597836.99,713492.7479954552,Ottawa,Bob Johnson
PRJ1379,2023-03-20,2024-02-26,343,Planned,377680.31,361431.7248221844,Mississauga,Cathy Zhang
PRJ1380,2023-06-03,2024-05-10,342,Planned,669451.18,632576.5859422788,Toronto,Cathy Zhang
PRJ1381,2023-01-21,2023-12-09,322,Completed,326061.24,302402.80654793704,Ottawa,Alice Smith
PRJ1382,2023-10-26,2024-03-24,150,In Progress,570460.58,660536.1278209607,London,Bob Johnson
PRJ1383,2023-10-09,2024-08-28,324,Completed,645328.23,644482.546997906,Hamilton,Daniel Lee
PRJ1384,2023-07-28,2023-11-12,107,In Progress,488693.65,508244.22602114186,Hamilton,Alice Smith
PRJ1385,2023-07-11,2024-03-30,263,In Progress,484953.56,423038.2740423987,Ottawa,Alice Smith
PRJ1386,2023-03-30,2023-08-17,140,In Progress,566766.08,576047.9763543764,Mississauga,Cathy Zhang
PRJ1387,2023-04-07,2023-05-21,44,Planned,685188.19,623424.8312633322,Hamilton,Bob Johnson
PRJ1388,2023-02-03,2023-10-24,263,On Hold,471893.24,515427.6416153456,Hamilton,Alice Smith
PRJ1389,2023-07-18,2024-02-20,217,Completed,421904.48,478022.5600330034,Hamilton,Cathy Zhang
PRJ1390,2023-04-24,2023-12-03,223,On Hold,457622.45,496943.3280877244,Hamilton,Daniel Lee
PRJ1391,2023-05-17,2023-10-31,167,Completed,344748.6,376499.1415919353,Ottawa,Alice Smith
PRJ1392,2023-08-23,2024-07-31,343,In Progress,589775.79,592718.7013908419,Toronto,Daniel Lee
PRJ1393,2023-11-05,2024-04-06,153,Planned,448591.69,486653.448948178,Toronto,Daniel Lee
PRJ1394,2023-09-25,2024-02-02,130,On Hold,479166.08,464347.76078186324,Mississauga,Cathy Zhang
PRJ1395,2023-08-20,2024-05-16,270,Planned,590962.11,626771.8499247896,London,Bob Johnson
PRJ1396,2023-09-14,2024-01-22,130,Completed,462308.97,417749.6361681715,Toronto,Daniel Lee
PRJ1397,2023-12-17,2024-05-09,144,Planned,575909.04,476796.7095975512,London,Alice Smith
PRJ1398,2023-09-09,2023-11-23,75,Planned,396191.15,382478.69920269464,Toronto,Bob Johnson
PRJ1399,2023-11-19,2024-04-14,147,On Hold,595871.94,586761.810213817,Toronto,Bob Johnson
PRJ1400,2023-12-22,2024-04-14,114,In Progress,534190.5,482140.50721455814,Mississauga,Cathy Zhang
PRJ1401,2023-10-13,2024-02-01,111,Planned,491142.1,535877.1924242077,Hamilton,Alice Smith
PRJ1402,2023-03-18,2024-02-05,324,In Progress,513089.35,425566.6669800511,Mississauga,Alice Smith
PRJ1403,2023-03-29,2023-06-01,64,Completed,371323.87,330143.8039377983,Toronto,Cathy Zhang
PRJ1404,2023-09-05,2024-03-09,186,Planned,510800.07,561586.8202342571,Hamilton,Cathy Zhang
PRJ1405,2023-08-17,2024-04-10,237,On Hold,485833.02,473614.17841056676,Hamilton,Bob Johnson
PRJ1406,2023-04-03,2024-02-09,312,Completed,374056.74,404771.82927341235,Hamilton,Daniel Lee
PRJ1407,2023-08-15,2024-05-21,280,Completed,432892.46,444578.11105960014,London,Daniel Lee
PRJ1408,2023-10-10,2024-07-27,291,On Hold,487075.47,574887.919815983,Toronto,Daniel Lee
PRJ1409,2023-11-08,2024-06-08,213,Planned,439270.78,456454.32068836334,Ottawa,Daniel Lee
PRJ1410,2023-07-13,2024-05-21,313,Planned,258788.61,208570.05648120109,Mississauga,Alice Smith
PRJ1411,2023-04-19,2024-03-09,325,Completed,607638.75,571879.7808655062,London,Alice Smith
PRJ1412,2023-06-04,2023-09-07,95,Planned,485791.01,416431.8453198056,Mississauga,Cathy Zhang
PRJ1413,2023-06-21,2023-11-03,135,In Progress,272604.98,318907.8820755393,Ottawa,Cathy Zhang
PRJ1414,2023-01-22,2023-07-27,186,On Hold,713496.29,600482.0320984798,Hamilton,Daniel Lee
PRJ1415,2023-01-27,2023-08-14,199,In Progress,624139.23,596104.5592770026,Ottawa,Cathy Zhang
PRJ1416,2023-08-28,2024-02-26,182,Planned,465101.79,414145.0878693324,Mississauga,Alice Smith
PRJ1417,2023-02-04,2023-12-06,305,Completed,415750.25,473410.1516751758,Ottawa,Daniel Lee
PRJ1418,2023-09-25,2024-09-16,357,On Hold,540319.12,498945.0473754903,Toronto,Daniel Lee
PRJ1419,2023-02-10,2023-08-03,174,Planned,520232.68,622592.3060039332,Ottawa,Alice Smith
PRJ1420,2023-04-12,2023-06-15,64,Planned,554208.99,451927.85999743757,Toronto,Bob Johnson
PRJ1421,2023-11-24,2024-01-21,58,Completed,416037.97,354177.5792053911,Ottawa,Daniel Lee
PRJ1422,2024-01-01,2024-08-16,228,Completed,609777.2,542613.6016409473,Toronto,Cathy Zhang
PRJ1423,2023-03-24,2023-07-21,119,In Progress,452653.79,508983.1212753977,Toronto,Bob Johnson
PRJ1424,2023-08-19,2024-01-17,151,On Hold,568076.57,654087.2731244235,Ottawa,Alice Smith
PRJ1425,2023-10-28,2024-10-25,363,On Hold,420306.07,348257.43559200823,London,Bob Johnson
PRJ1426,2023-06-06,2023-11-08,155,Completed,764814.4,621781.9135383322,Hamilton,Bob Johnson
PRJ1427,2023-06-06,2023-07-30,54,In Progress,569552.33,625267.501112556,Hamilton,Daniel Lee
PRJ1428,2023-04-05,2024-03-26,356,On Hold,788423.23,672793.7119566663,Hamilton,Bob Johnson
PRJ1429,2023-03-14,2023-08-29,168,Completed,582760.2,497210.67328133364,Toronto,Cathy Zhang
PRJ1430,2023-06-22,2023-12-13,174,Planned,443853.56,359053.83438408613,Hamilton,Daniel Lee
PRJ1431,2023-02-17,2023-09-05,200,On Hold,582938.08,477964.427410942,Toronto,Alice Smith
PRJ1432,2023-10-02,2024-09-24,358,In Progress,590057.78,534279.7262957345,London,Cathy Zhang
PRJ1433,2023-02-20,2023-04-01,40,In Progress,537332.41,443837.75051533524,Ottawa,Daniel Lee
PRJ1434,2023-04-24,2024-01-04,255,In Progress,563039.25,533508.7628434079,Ottawa,Bob Johnson
PRJ1435,2023-08-18,2024-03-22,217,Planned,576172.71,652867.0666250385,Toronto,Cathy Zhang
PRJ1436,2023-12-17,2024-03-28,102,On Hold,400631.9,372799.24187969544,Toronto,Daniel Lee
PRJ1437,2023-10-07,2024-08-31,329,On Hold,393514.16,429376.54764268995,London,Daniel Lee
PRJ1438,2023-11-14,2024-05-19,187,Planned,420578.3,352261.2373446778,Hamilton,Alice Smith
PRJ1439,2023-01-07,2023-06-28,172,On Hold,512754.24,545442.3612400558,London,Daniel Lee
PRJ1440,2023-02-23,2023-11-07,257,Planned,477682.88,442668.1866921197,Ottawa,Alice Smith
PRJ1441,2023-05-31,2024-05-25,360,Planned,402442.94,442647.4531105198,Ottawa,Bob Johnson
PRJ1442,2023-06-24,2023-08-26,63,Planned,577531.42,493501.06366233696,Hamilton,Daniel Lee
PRJ1443,2023-03-02,2023-04-09,38,In Progress,528304.48,612385.9083962033,Ottawa,Daniel Lee
PRJ1444,2023-08-21,2024-01-22,154,On Hold,516892.9,463668.8935519212,Toronto,Bob Johnson
PRJ1445,2023-09-30,2024-04-11,194,Planned,474201.07,446344.1837725491,Ottawa,Daniel Lee
PRJ1446,2023-10-23,2024-03-03,132,On Hold,462177.19,545402.4923672341,Mississauga,Daniel Lee
PRJ1447,2023-01-18,2023-11-22,308,In Progress,415866.88,428922.16563052393,Hamilton,Cathy Zhang
PRJ1448,2023-07-08,2023-08-30,53,Planned,593374.03,561514.9521065239,Hamilton,Alice Smith
PRJ1449,2023-09-12,2023-11-20,69,Completed,429650.71,506919.4626762097,Hamilton,Daniel Lee
PRJ1450,2023-08-25,2024-07-02,312,In Progress,520939.05,485322.95077245886,Mississauga,Daniel Lee
PRJ1451,2023-05-20,2023-09-21,124,Completed,666201.04,558242.0189798984,London,Alice Smith
PRJ1452,2023-05-12,2024-03-11,304,On Hold,466774.23,559540.7328227748,Toronto,Cathy Zhang
PRJ1453,2023-12-01,2024-08-28,271,On Hold,596070.21,540717.919217994,Hamilton,Alice Smith
PRJ1454,2023-12-29,2024-10-05,281,In Progress,556870.9,635113.0097349657,Ottawa,Daniel Lee
PRJ1455,2023-03-03,2023-07-21,140,On Hold,531146.76,460087.9907272431,Toronto,Bob Johnson
PRJ1456,2023-09-07,2024-01-10,125,Completed,543034.84,593288.1468189972,Ottawa,Bob Johnson
PRJ1457,2023-04-13,2024-01-12,274,Planned,490509.34,495306.40253839357,Toronto,Cathy Zhang
PRJ1458,2023-05-14,2024-02-08,270,Planned,503477.6,600327.8719168698,Toronto,Cathy Zhang
PRJ1459,2023-09-21,2024-04-23,215,Planned,445188.61,454596.3991178321,Ottawa,Daniel Lee
PRJ1460,2023-11-16,2024-05-24,190,In Progress,504145.71,408361.08060430904,Ottawa,Cathy Zhang
PRJ1461,2023-12-31,2024-04-26,117,On Hold,441477.4,459821.3139105877,Toronto,Daniel Lee
PRJ1462,2023-12-07,2024-05-17,162,Completed,600565.51,515361.2286844794,Hamilton,Bob Johnson
PRJ1463,2023-10-29,2024-03-23,146,On Hold,330050.26,369463.66268379637,Ottawa,Cathy Zhang
PRJ1464,2023-06-26,2024-02-17,236,On Hold,548105.33,626280.1016018403,Mississauga,Daniel Lee
PRJ1465,2023-09-28,2024-02-13,138,On Hold,533658.67,529836.290422243,Mississauga,Alice Smith
PRJ1466,2023-02-13,2023-09-17,216,Planned,524601.6,584032.9718095867,Toronto,Cathy Zhang
PRJ1467,2023-01-22,2023-04-26,94,Completed,602449.89,516928.6906514849,London,Daniel Lee
PRJ1468,2023-04-15,2023-07-18,94,Completed,471387.64,469893.9420186072,Toronto,Daniel Lee
PRJ1469,2023-12-21,2024-09-18,272,On Hold,525543.38,503248.6241588418,Toronto,Alice Smith
PRJ1470,2023-11-04,2024-05-04,182,Planned,328345.81,342966.049047611,Hamilton,Bob Johnson
PRJ1471,2023-03-24,2024-02-19,332,Planned,458468.31,374931.2006336543,Hamilton,Alice Smith
PRJ1472,2023-11-30,2024-10-08,313,Completed,585573.64,644628.235248152,London,Daniel Lee
PRJ1473,2023-03-06,2023-11-08,247,Planned,366083.83,304454.2453424284,London,Alice Smith
PRJ1474,2023-07-01,2024-03-08,251,Planned,515974.34,548268.45519457,London,Alice Smith
PRJ1475,2023-10-28,2024-02-15,110,Planned,432248.29,348989.8736711141,London,Daniel Lee
PRJ1476,2023-10-03,2024-06-30,271,In Progress,488901.3,553805.5023300592,London,Bob Johnson
PRJ1477,2023-03-26,2023-06-08,74,On Hold,438232.25,381209.4048108543,Toronto,Alice Smith
PRJ1478,2023-01-08,2023-05-30,142,Completed,375280.44,377606.79984141374,Toronto,Alice Smith
PRJ1479,2023-04-23,2023-06-23,61,Completed,538600.33,487216.3296961416,Mississauga,Cathy Zhang
PRJ1480,2023-04-26,2023-12-20,238,In Progress,495040.32,539128.0568621664,Mississauga,Cathy Zhang
PRJ1481,2023-10-01,2024-07-13,286,On Hold,561262.91,521155.30944967386,Ottawa,Daniel Lee
PRJ1482,2023-12-05,2024-06-24,202,Completed,579443.79,631503.1509606633,Toronto,Daniel Lee
PRJ1483,2024-01-01,2024-11-30,334,Planned,622525.87,568956.574349282,London,Daniel Lee
PRJ1484,2023-02-28,2023-05-18,79,Completed,513348.67,565191.3601770645,Ottawa,Cathy Zhang
PRJ1485,2023-02-15,2023-11-03,261,Planned,626862.1,509163.85028211767,Hamilton,Daniel Lee
PRJ1486,2023-07-27,2024-05-11,289,In Progress,402422.55,367542.3880100197,Toronto,Alice Smith
PRJ1487,2023-02-26,2023-07-21,145,Planned,590895.98,590572.997779546,Mississauga,Alice Smith
PRJ1488,2023-05-13,2024-04-24,347,Completed,545939.04,446591.14595842257,Toronto,Bob Johnson
PRJ1489,2023-11-10,2024-05-09,181,Completed,523309.27,457588.7555405356,Toronto,Daniel Lee
PRJ1490,2023-07-07,2024-01-07,184,Completed,544473.22,639110.7198413067,Toronto,Alice Smith
PRJ1491,2023-04-30,2024-03-05,310,In Progress,403926.11,480968.4339395769,Toronto,Alice Smith
PRJ1492,2023-12-30,2024-04-21,113,In Progress,380325.32,416798.5101845079,Hamilton,Bob Johnson
PRJ1493,2023-09-03,2023-12-02,90,On Hold,670982.82,604475.0164668316,Mississauga,Alice Smith
PRJ1494,2023-11-30,2024-03-17,108,Completed,483127.78,436847.5100259004,Toronto,Bob Johnson
PRJ1495,2023-09-01,2023-12-24,114,Planned,481700.66,509791.584628609,Hamilton,Bob Johnson
PRJ1496,2023-01-03,2023-07-16,194,In Progress,389769.05,330149.9163368161,Ottawa,Cathy Zhang
PRJ1497,2023-05-09,2023-06-29,51,Completed,351822.17,414912.24162174674,Toronto,Alice Smith
PRJ1498,2023-08-21,2024-01-26,158,Completed,491168.11,437102.8587824149,Hamilton,Cathy Zhang
PRJ1499,2023-04-19,2024-02-25,312,In Progress,465841.21,558941.5557229182,London,Alice Smith
PRJ1500,2023-06-21,2023-12-24,186,On Hold,500173.44,499319.903088275,Ottawa,Cathy Zhang
PRJ1501,2023-02-05,2023-11-20,288,In Progress,508715.39,563947.6350832949,Mississauga,Bob Johnson
PRJ1502,2023-09-19,2024-09-07,354,In Progress,748946.11,599811.1956335239,Toronto,Bob Johnson
PRJ1503,2023-07-23,2024-01-10,171,Planned,466142.0,538626.410641496,Toronto,Bob Johnson
PRJ1504,2023-07-29,2024-01-16,171,Planned,657994.01,597459.0992613495,Hamilton,Bob Johnson
PRJ1505,2023-05-08,2023-06-11,34,On Hold,664202.42,708820.0168542987,Mississauga,Alice Smith
PRJ1506,2023-04-15,2023-09-03,141,Completed,575362.43,645868.5575202929,London,Daniel Lee
PRJ1507,2023-01-18,2023-06-16,149,In Progress,476487.37,412475.62607616046,Ottawa,Alice Smith
PRJ1508,2023-09-13,2024-07-10,301,On Hold,363852.77,355485.5362131613,Mississauga,Cathy Zhang
PRJ1509,2023-09-02,2023-11-21,80,Planned,547794.39,546443.7351477987,Toronto,Alice Smith
PRJ1510,2023-12-03,2024-09-07,279,In Progress,601881.21,556648.5045851654,Hamilton,Alice Smith
PRJ1511,2023-10-08,2024-04-15,190,Completed,674768.75,669844.511612575,London,Cathy Zhang
PRJ1512,2023-08-30,2023-10-18,49,Planned,405004.2,375446.2900168696,Hamilton,Bob Johnson
PRJ1513,2023-10-30,2024-06-30,244,Planned,475647.36,449153.3730245853,Ottawa,Cathy Zhang
PRJ1514,2023-01-10,2023-03-10,59,Planned,405613.54,433086.7475303962,Mississauga,Cathy Zhang
PRJ1515,2023-03-23,2023-09-22,183,On Hold,436652.2,459811.05692422687,Hamilton,Daniel Lee
PRJ1516,2023-02-06,2023-08-07,182,Completed,566438.75,505776.7229554372,Hamilton,Daniel Lee
PRJ1517,2023-03-23,2023-07-13,112,In Progress,432069.52,500765.61569670984,Toronto,Bob Johnson
PRJ1518,2023-09-14,2024-04-24,223,On Hold,417572.88,478169.1431388057,Hamilton,Cathy Zhang
PRJ1519,2023-04-09,2023-08-26,139,On Hold,579699.59,581805.8256656036,London,Cathy Zhang
PRJ1520,2023-02-22,2024-01-20,332,On Hold,545073.88,530520.5693336218,Mississauga,Cathy Zhang
PRJ1521,2023-03-23,2024-02-03,317,Planned,535001.12,508648.2451900797,Ottawa,Alice Smith
PRJ1522,2023-04-09,2023-06-14,66,Completed,434711.26,470751.93923242606,Hamilton,Daniel Lee
PRJ1523,2023-01-14,2023-03-02,47,On Hold,629302.33,672514.2699135331,London,Daniel Lee
PRJ1524,2023-03-07,2023-08-06,152,In Progress,501449.02,440509.04523682187,Ottawa,Bob Johnson
PRJ1525,2023-04-25,2023-07-17,83,Completed,738019.01,788634.7246067366,London,Daniel Lee
PRJ1526,2023-06-23,2024-06-04,347,In Progress,516116.62,465006.8698730035,Hamilton,Daniel Lee
PRJ1527,2023-04-20,2023-05-26,36,Completed,266665.22,215311.721156752,Hamilton,Bob Johnson
PRJ1528,2023-02-03,2023-11-27,297,In Progress,262212.45,283106.44815933425,Mississauga,Cathy Zhang
PRJ1529,2023-09-05,2024-03-31,208,Planned,562394.99,594967.4686431908,Toronto,Alice Smith
PRJ1530,2023-05-29,2024-05-28,365,On Hold,630049.42,607571.5909958327,London,Bob Johnson
PRJ1531,2023-12-14,2024-02-13,61,In Progress,421617.19,425949.063087586,Toronto,Daniel Lee
PRJ1532,2023-07-19,2023-09-12,55,Completed,710097.88,837111.4380126294,Toronto,Bob Johnson
PRJ1533,2023-12-23,2024-08-01,222,On Hold,666299.89,691672.6380261093,Ottawa,Daniel Lee
PRJ1534,2023-06-20,2024-01-21,215,On Hold,521054.68,553961.1453615668,Ottawa,Cathy Zhang
PRJ1535,2023-01-27,2023-04-02,65,Completed,553945.39,457317.66464343487,London,Cathy Zhang
PRJ1536,2023-08-15,2024-01-23,161,In Progress,589453.02,510700.79045928956,Toronto,Cathy Zhang
PRJ1537,2023-08-22,2024-03-17,208,Planned,688999.49,634141.9779847693,Mississauga,Daniel Lee
PRJ1538,2023-04-18,2024-03-02,319,Planned,568213.6,577163.9456249265,Toronto,Bob Johnson
PRJ1539,2023-05-16,2024-02-12,272,In Progress,518793.17,576190.557088131,Ottawa,Daniel Lee
PRJ1540,2023-08-21,2023-12-10,111,On Hold,567230.12,526671.0966627703,Toronto,Cathy Zhang
PRJ1541,2023-03-04,2023-11-09,250,On Hold,553736.03,521925.5408860269,Hamilton,Cathy Zhang
PRJ1542,2023-03-06,2023-10-22,230,On Hold,592441.02,534654.5326744955,Hamilton,Cathy Zhang
PRJ1543,2023-09-03,2024-08-21,353,On Hold,342997.67,309330.29868342105,Mississauga,Daniel Lee
PRJ1544,2023-07-11,2024-03-08,241,In Progress,531585.34,627029.1160534772,London,Alice Smith
PRJ1545,2023-08-29,2024-06-21,297,On Hold,546044.05,575630.2847842705,Toronto,Cathy Zhang
PRJ1546,2023-02-14,2023-03-17,31,Completed,492715.28,424898.19394525327,Hamilton,Bob Johnson
PRJ1547,2023-04-20,2023-06-25,66,On Hold,578416.64,629837.5503121101,London,Cathy Zhang
PRJ1548,2023-12-29,2024-07-09,193,Planned,692116.76,753582.5817575355,Hamilton,Daniel Lee
PRJ1549,2023-07-05,2023-09-18,75,On Hold,513821.71,548036.11032014,London,Bob Johnson
PRJ1550,2023-07-08,2024-03-30,266,In Progress,569172.11,486009.33599695686,London,Daniel Lee
PRJ1551,2023-01-03,2023-09-02,242,Planned,660626.48,636313.1750377966,Hamilton,Alice Smith
PRJ1552,2023-09-12,2024-02-13,154,In Progress,516156.45,434966.34742520924,Ottawa,Alice Smith
PRJ1553,2023-11-30,2024-08-18,262,In Progress,411153.68,463225.5541683748,London,Daniel Lee
PRJ1554,2023-10-28,2024-08-05,282,Planned,561577.88,596434.3772803649,Toronto,Cathy Zhang
PRJ1555,2023-09-25,2024-02-27,155,In Progress,279833.39,280639.7508188337,Hamilton,Bob Johnson
PRJ1556,2023-06-14,2024-05-27,348,In Progress,270163.3,253198.71723298947,Ottawa,Cathy Zhang
PRJ1557,2023-03-12,2023-12-12,275,On Hold,533301.2,465945.14633890026,Hamilton,Daniel Lee
PRJ1558,2023-12-07,2024-11-01,330,Completed,265502.96,223707.22796802127,Mississauga,Daniel Lee
PRJ1559,2023-12-25,2024-08-25,244,In Progress,368483.23,437646.1478849436,Toronto,Cathy Zhang
PRJ1560,2023-03-26,2023-08-31,158,In Progress,461990.14,406486.3936192292,Mississauga,Bob Johnson
PRJ1561,2023-06-28,2024-06-09,347,In Progress,427858.37,352533.8400773482,London,Bob Johnson
PRJ1562,2023-03-24,2023-12-14,265,On Hold,485219.35,574823.2104459956,London,Bob Johnson
PRJ1563,2023-12-14,2024-02-04,52,Completed,611287.01,623256.4354435678,Mississauga,Bob Johnson
PRJ1564,2023-09-25,2024-08-21,331,Planned,523848.08,586009.3044176716,Mississauga,Bob Johnson
PRJ1565,2023-03-19,2023-10-02,197,On Hold,416067.96,340138.1947045905,London,Alice Smith
PRJ1566,2023-12-31,2024-11-25,330,On Hold,635444.11,652460.2503297384,Ottawa,Alice Smith
PRJ1567,2023-07-03,2023-09-02,61,Completed,357114.28,342574.0098499295,Toronto,Daniel Lee
PRJ1568,2023-05-15,2023-07-31,77,Completed,522188.35,578995.0136927395,Hamilton,Alice Smith
PRJ1569,2023-02-21,2023-08-29,189,On Hold,345991.4,282111.0971722247,Mississauga,Bob Johnson
PRJ1570,2023-02-10,2023-11-24,287,Planned,525231.79,504577.69454069383,Toronto,Bob Johnson
PRJ1571,2023-02-15,2023-11-12,270,On Hold,468137.26,524140.22445483936,Hamilton,Bob Johnson
PRJ1572,2023-04-16,2024-01-30,289,Completed,608223.79,613745.7965283929,Hamilton,Daniel Lee
PRJ1573,2023-02-03,2023-07-22,169,Planned,572068.95,583519.1940089574,Mississauga,Daniel Lee
PRJ1574,2023-08-18,2024-01-21,156,Completed,441286.07,370179.82425902435,Ottawa,Cathy Zhang
PRJ1575,2023-10-08,2024-02-08,123,Planned,422106.04,360027.8428059398,Ottawa,Alice Smith
PRJ1576,2023-08-06,2023-09-05,30,In Progress,468490.33,501659.3714110747,Toronto,Alice Smith
PRJ1577,2023-09-30,2024-02-08,131,Completed,687557.15,735698.9726955135,Toronto,Cathy Zhang
PRJ1578,2023-09-11,2024-06-02,265,Completed,661906.85,788755.5774055321,London,Cathy Zhang
PRJ1579,2023-05-10,2023-07-20,71,On Hold,403173.18,437354.68408355594,Ottawa,Alice Smith
PRJ1580,2023-04-09,2023-11-21,226,Completed,580022.53,578454.9601669451,Toronto,Bob Johnson
PRJ1581,2023-10-03,2024-04-01,181,Completed,326856.86,373574.8801563245,London,Alice Smith
PRJ1582,2023-12-28,2024-07-06,191,In Progress,455265.75,383237.7888968927,Hamilton,Bob Johnson
PRJ1583,2023-04-11,2023-11-19,222,Completed,407243.56,398983.9798379652,Toronto,Daniel Lee
PRJ1584,2023-05-05,2023-10-28,176,In Progress,606927.95,555244.177648637,London,Alice Smith
PRJ1585,2023-09-02,2024-06-05,277,In Progress,370928.25,312267.8474430008,Ottawa,Alice Smith
PRJ1586,2023-07-29,2024-01-20,175,In Progress,542935.02,600160.8238550775,Hamilton,Daniel Lee
PRJ1587,2023-08-08,2023-10-20,73,In Progress,500071.01,502229.7226366111,Toronto,Daniel Lee
PRJ1588,2023-02-18,2023-06-05,107,Planned,482455.12,493410.4638281561,Ottawa,Daniel Lee
PRJ1589,2023-10-22,2024-09-28,342,On Hold,667158.3,643475.5648129743,Hamilton,Daniel Lee
PRJ1590,2023-02-14,2023-10-13,241,Planned,675969.72,665245.3878208305,Mississauga,Daniel Lee
PRJ1591,2023-03-11,2023-05-27,77,Completed,485560.72,410981.9704095856,Ottawa,Cathy Zhang
PRJ1592,2023-01-01,2023-08-09,220,Planned,465408.37,497599.3310981393,Mississauga,Cathy Zhang
PRJ1593,2023-03-30,2024-01-21,297,Planned,349312.67,339873.87272725895,Toronto,Daniel Lee
PRJ1594,2023-09-04,2024-03-22,200,Completed,499574.1,562873.6501021583,London,Daniel Lee
PRJ1595,2023-06-09,2024-02-20,256,Completed,695330.33,610858.0414601044,Toronto,Daniel Lee
PRJ1596,2023-10-05,2024-07-19,288,Completed,487126.47,429656.28152505506,Ottawa,Daniel Lee
PRJ1597,2023-08-29,2023-10-26,58,Planned,572875.93,606276.7900388177,Mississauga,Bob Johnson
PRJ1598,2023-04-13,2023-06-14,62,Planned,360250.27,410109.40067993465,Mississauga,Bob Johnson
PRJ1599,2023-11-30,2024-02-26,88,Completed,456522.51,451445.5850010177,Hamilton,Daniel Lee
PRJ1600,2023-06-08,2023-11-24,169,On Hold,546246.53,595835.6353062125,Toronto,Daniel Lee
PRJ1601,2023-09-08,2024-07-09,305,On Hold,510586.24,612566.6348538599,Toronto,Alice Smith
PRJ1602,2023-05-26,2024-03-01,280,In Progress,582466.73,696692.0996017066,Ottawa,Daniel Lee
PRJ1603,2023-08-31,2024-02-29,182,Completed,439732.81,482709.98059220583,Mississauga,Daniel Lee
PRJ1604,2023-12-22,2024-04-04,104,In Progress,325001.15,356147.50386795757,Ottawa,Cathy Zhang
PRJ1605,2023-08-23,2024-04-19,240,On Hold,612209.02,550405.022506213,Ottawa,Bob Johnson
PRJ1606,2023-09-27,2024-09-09,348,In Progress,406385.07,460603.2806050763,Mississauga,Daniel Lee
PRJ1607,2023-04-04,2023-08-23,141,Completed,550660.4,529757.7997282473,Ottawa,Bob Johnson
PRJ1608,2023-09-10,2024-02-04,147,Completed,545085.69,645816.1976542218,Mississauga,Bob Johnson
PRJ1609,2023-12-06,2024-11-20,350,Completed,333624.68,277766.25863519637,Ottawa,Alice Smith
PRJ1610,2023-01-31,2023-10-23,265,Planned,604912.54,589388.1538277351,London,Bob Johnson
PRJ1611,2023-07-22,2024-04-14,267,In Progress,443343.28,453245.8819865607,Ottawa,Bob Johnson
PRJ1612,2023-06-05,2024-01-11,220,On Hold,505505.46,486327.8379339788,Ottawa,Daniel Lee
PRJ1613,2023-11-25,2024-03-28,124,On Hold,464181.74,410444.19802255044,London,Cathy Zhang
PRJ1614,2023-05-23,2024-03-25,307,On Hold,662259.15,686892.1410163558,Toronto,Daniel Lee
PRJ1615,2023-10-18,2024-03-23,157,Planned,634349.02,699285.5313371599,Mississauga,Daniel Lee
PRJ1616,2023-04-27,2024-03-16,324,Planned,318766.54,337234.4192447263,Hamilton,Cathy Zhang
PRJ1617,2023-06-10,2023-11-15,158,Completed,725882.71,648779.114291664,London,Cathy Zhang
PRJ1618,2023-12-02,2024-05-25,175,On Hold,432169.33,472206.8700561689,Toronto,Alice Smith
PRJ1619,2023-07-28,2024-06-01,309,Planned,710243.67,641178.9522320156,Ottawa,Cathy Zhang
PRJ1620,2023-03-15,2024-01-13,304,Completed,474379.04,412748.1634918551,Toronto,Daniel Lee
